timestamp_iso,timestamp_unix,elapsed_sec,frame_type,has_acc,has_gyro,has_angle,acc_x_g,acc_y_g,acc_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,roll_deg,pitch_deg,yaw_deg
2021-03-27 01:57:42,1616810262.456136,0.586035,angle,1,1,1,-0.080078,0.281250,1.036621,-0.793457,1.098633,-0.610352,-0.258179,17.561646,-38.902588
2021-03-27 01:57:42,1616810262.474836,0.604736,angle,1,1,1,-0.085449,0.040527,1.020508,0.854492,0.427246,-0.366211,-0.208740,17.589111,-38.919067
2021-03-27 01:57:42,1616810262.495602,0.625502,angle,1,1,1,-0.118652,0.194336,1.072266,-0.427246,-1.770020,1.159668,-0.230713,17.572632,-38.930054
2021-03-27 01:57:42,1616810262.514301,0.644200,angle,1,1,1,-0.222168,0.098633,1.083008,2.197266,-2.990723,0.061035,-0.181274,17.572632,-38.963013
2021-03-27 01:57:42,1616810262.535087,0.664986,angle,1,1,1,-0.228027,0.074707,0.964355,0.427246,-1.953125,0.488281,-0.181274,17.567139,-38.935547
2021-03-27 01:57:42,1616810262.555856,0.685755,angle,1,1,1,-0.213379,0.016602,0.905762,0.976562,0.366211,-0.427246,-0.148315,17.600098,-39.006958
2021-03-27 01:57:42,1616810262.574555,0.704455,angle,1,1,1,-0.225586,-0.066895,0.924805,0.427246,2.563477,-2.197266,-0.126343,17.622070,-39.023438
2021-03-27 01:57:42,1616810262.595322,0.725222,angle,1,1,1,-0.265137,-0.163086,0.979492,1.281738,3.906250,-0.671387,-0.054932,17.671509,-39.056396
2021-03-27 01:57:42,1616810262.616086,0.745985,angle,1,1,1,-0.119629,0.263184,1.006836,-0.366211,1.708984,1.342773,-0.032959,17.704468,-39.072876
2021-03-27 01:57:42,1616810262.634774,0.764674,angle,1,1,1,-0.102539,0.020508,1.020508,2.685547,1.770020,-0.183105,0.049438,17.748413,-39.100342
2021-03-27 01:57:42,1616810262.655536,0.785434,angle,1,1,1,-0.117188,0.231934,1.089355,0.488281,-1.342773,1.281738,0.104370,17.753906,-39.105835
2021-03-27 01:57:42,1616810262.674329,0.804224,angle,1,1,1,-0.259277,0.078613,1.070312,3.540039,-1.892090,-0.305176,0.186768,17.775879,-39.204712
2021-03-27 01:57:42,1616810262.695136,0.825035,angle,1,1,1,-0.250488,0.062500,0.983887,1.464844,-2.624512,0.915527,0.219727,17.786865,-39.210205
2021-03-27 01:57:42,1616810262.713969,0.843867,angle,1,1,1,-0.247070,0.000488,0.881348,2.807617,0.549316,0.366211,0.285645,17.819824,-39.298096
2021-03-27 01:57:42,1616810262.734744,0.864643,angle,1,1,1,-0.250000,-0.075684,0.939453,-0.305176,1.098633,-2.380371,0.324097,17.841797,-39.353027
2021-03-27 01:57:42,1616810262.755517,0.885417,angle,1,1,1,-0.258789,-0.114258,0.948730,2.807617,3.173828,-0.244141,0.401001,17.869263,-39.418945
2021-03-27 01:57:42,1616810262.774219,0.904118,angle,1,1,1,-0.110840,0.285645,1.031738,-0.793457,0.915527,0.915527,0.439453,17.858276,-39.468384
2021-03-27 01:57:42,1616810262.794986,0.924885,angle,1,1,1,-0.083496,0.055664,1.041992,2.380371,0.854492,-0.366211,0.538330,17.863770,-39.528809
2021-03-27 01:57:42,1616810262.815755,0.945655,angle,1,1,1,-0.135742,0.215332,1.095215,0.793457,-2.868652,0.732422,0.571289,17.814331,-39.572754
2021-03-27 01:57:42,1616810262.834454,0.964354,angle,1,1,1,-0.244141,0.103516,1.071777,3.112793,-3.173828,-1.159668,0.670166,17.786865,-39.649658
2021-03-27 01:57:42,1616810262.855222,0.985121,angle,1,1,1,-0.243652,0.051270,0.959473,1.037598,-3.356934,0.244141,0.681152,17.742920,-39.660645
2021-03-27 01:57:42,1616810262.873951,1.003845,angle,1,1,1,-0.208984,0.051270,0.889160,1.586914,-0.610352,-0.366211,0.736084,17.731934,-39.765015
2021-03-27 01:57:42,1616810262.894744,1.024641,angle,1,1,1,-0.272461,-0.166016,0.959961,-0.427246,0.671387,-3.173828,0.730591,17.698975,-39.803467
2021-03-27 01:57:42,1616810262.915522,1.045421,angle,1,1,1,-0.245117,0.005371,0.891602,1.098633,1.464844,0.610352,0.758057,17.687988,-39.863892
2021-03-27 01:57:42,1616810262.934222,1.064122,angle,1,1,1,-0.070312,0.181152,1.069824,-0.915527,0.183105,-0.732422,0.741577,17.633057,-39.935303
2021-03-27 01:57:42,1616810262.954988,1.084888,angle,1,1,1,-0.098145,0.025391,0.979004,1.159668,-0.427246,-1.159668,0.785522,17.583618,-39.984741
